[-1.51115, 15.377674]
[16.521935, 6.113395]
[16.537367, 4.218736]
[15.442986, 3.786251]
[17.064796, 7.533061]
[16.071367, 4.383211]
[16.984562, 5.963868]
[17.759293, 7.812604]
[15.835803, 3.440786]
[17.096291, 6.4392]
[15.651353, 3.850483]
[17.926653, 8.2921]
[13.982577, 2.365227]
[16.627777, 4.279364]
[17.535339, 8.577229]
[17.34367, 6.414772]
[16.455647, 4.455845]
[15.172818, 3.1992]
[13.965156, 2.495439]
[17.249069, 6.66095]
[16.873495, 6.627508]
[16.919136, 5.663838]
[15.425975, 3.778643]
[17.40802, 8.34341]
[15.185029, 3.059328]
[16.009354, 3.77957]
[14.875332, 3.563807]
[16.762707, 6.222118]
[17.285244, 8.51019]
[16.297451, 3.88888]
[14.113002, 2.172504]
[16.584066, 5.954562]
[17.296185, 6.758106]
[14.134315, 1.811545]
[16.830822, 6.239394]
[16.928131, 7.334067]
[15.361677, 3.749587]
[14.143206, 2.948226]
[17.589376, 8.086521]
[17.14517, 6.621879]
[16.326424, 4.500999]
[16.752913, 5.371026]
[16.128384, 5.346705]
[17.633972, 6.928338]
[15.714689, 4.572681]
[15.814992, 3.548354]
[16.862404, 5.053666]
[15.046469, 3.314755]
[17.0355, 5.065193]
[17.037888, 7.54629]
[16.713709, 5.193154]
[15.036811, 2.9701]
[17.031324, 7.94884]
[17.373901, 6.436948]
[15.277934, 2.704452]
[17.5888, 7.982708]
[17.341053, 8.537384]
[16.356972, 4.150101]
[17.021452, 7.136024]
[14.536381, 3.263459]
[16.317036, 5.418731]
[16.972097, 7.203701]
[17.292881, 7.457057]
[17.590528, 7.470997]
[17.148409, 6.586957]
[15.282383, 3.987278]
[15.74137, 4.398596]
[14.799473, 2.750277]
[17.761824, 8.764219]
[16.142885, 5.220274]
[16.707838, 5.907681]
[17.606255, 7.005153]
[15.518991, 3.142909]
[14.743699, 2.245092]
[17.540018, 7.462548]
[17.268108, 5.524888]
[15.752595, 3.767472]
[17.326273, 6.357116]
[13.909464, 2.385899]
[16.573942, 5.049413]
[17.606455, 7.570925]
[17.736216, 7.252724]
[17.517628, 7.049178]
[16.272091, 5.055526]
[14.248698, 2.754722]
[16.5186, 5.286826]
[15.33724, 3.368903]
[17.825533, 8.522828]
[16.766649, 6.251406]
[15.588351, 3.307584]
[17.94623, 8.297577]
[17.150461, 5.325473]
[17.838484, 7.468691]
[14.474232, 2.436212]
[17.145103, 7.851793]
[13.539163, 2.351274]
[15.563436, 3.015604]
[17.462576, 6.906336]
[16.99209, 6.491616]
[16.753325, 6.304726]
[16.70989, 5.650574]
[15.145217, 3.261051]
[16.629908, 4.949406]
[17.729389, 8.771602]
[17.134586, 7.028618]
[15.823974, 4.365041]
[15.127575, 3.247279]
[15.48459, 4.343161]
[14.867126, 2.705744]
[17.280539, 6.696436]
[16.502151, 5.303805]
[16.528723, 5.054523]
[16.780281, 5.835589]
[17.500408, 6.607711]
[19.758615, 6.913073]
[19.401514, 4.889308]
[19.892994, 7.434325]
[19.361628, 11.389095]
[19.517706, 5.530984]
[19.477541, 10.712845]
[18.414669, 3.150063]
[19.77309, 9.230553]
[17.464769, 1.593921]
[18.488298, 2.400224]
[19.937294, 8.102112]
[17.49818, 1.147946]
[17.813713, 1.906638]
[18.304773, 2.472321]
[17.148869, 1.117486]
[19.566465, 8.048672]
[19.10041, 11.287876]
[19.252157, 5.403482]
[19.14769, 11.275192]
[19.840509, 6.615557]
[19.585627, 6.133946]
[19.295397, 5.333294]
[19.810726, 6.62452]
[19.847725, 7.65277]
[18.917961, 3.286087]
[19.378513, 5.696687]
[19.74264, 5.749957]
[19.756317, 6.949408]
[19.760021, 9.829112]
[19.460779, 9.39454]
[16.375658, 0.018185]
[17.340841, 1.232661]
[19.389753, 5.954995]
[16.935234, 0.731999]
[19.687462, 5.59937]
[18.424715, 2.938004]
[19.182924, 4.499976]
[19.910824, 9.215158]
[16.999895, 0.7124]
[19.776953, 6.846925]
[19.763283, 8.498847]
[19.562187, 5.157059]
[17.174992, 1.141062]
[19.879438, 9.142668]
[19.066057, 11.493099]
[16.475445, 0.05331]
[19.6231, 10.511129]
[18.982098, 3.772493]
[18.16761, 2.309625]
[19.057415, 3.734883]
[19.824608, 7.460792]
[19.427744, 11.14635]
[19.654507, 5.753201]
[18.711853, 3.594286]
[18.421412, 3.245323]
[17.662384, 1.808753]
[19.784086, 7.371273]
[17.742634, 1.260543]
[18.105377, 2.481888]
[17.632423, 1.21269]
[18.611414, 3.211159]
[18.281898, 2.694396]
[19.215504, 4.982983]
[18.131613, 2.085742]
[17.274738, 1.03413]
[17.031721, 1.008464]
[19.529778, 8.538482]
[18.789885, 3.42556]
[19.128801, 3.720093]
[19.844255, 9.229634]
[18.077988, 2.533998]
[16.997936, 0.868067]
[19.503641, 5.997993]
[19.338949, 5.204145]
[19.664438, 9.88511]
[19.206591, 11.278478]
[19.841269, 8.982827]
[18.08754, 2.416983]
[19.117674, 11.219706]
[19.099754, 3.648298]
[19.737635, 7.667233]
[19.625891, 5.837599]
[19.519718, 9.128685]
[18.277893, 2.552532]
[19.367828, 9.949988]
[19.488977, 7.309898]
[17.89868, 1.624468]
[17.81724, 1.386583]
[17.437069, 0.992127]
[19.949493, 8.323478]
[19.13703, 4.472257]
[19.289757, 5.408105]
[18.437201, 2.794442]




[5.564799, 11.782053]
[3.861763, 10.06109]
[3.364345, 10.19331]
[3.692062, 10.515866]
[4.23395, 10.003093]
[4.80549, 9.978064]
[4.618501, 11.377746]
[5.263739, 10.820123]
[4.536742, 9.952325]
[4.082804, 9.875242]
[3.785894, 10.302918]
[5.514295, 10.502533]
[6.422256, 11.706095]
[4.110747, 11.103186]
[4.887432, 10.919868]
[4.81953, 10.430947]
[4.717367, 11.451199]
[4.617014, 11.209486]
[4.237202, 11.382547]
[3.628798, 10.692476]
[4.11471, 11.039587]
[3.83098, 11.027824]
[5.678345, 10.585672]
[3.700627, 10.745353]
[3.893268, 10.542175]
[5.58251, 11.496313]
[3.609467, 10.720611]
[4.7882, 11.317546]
[6.235127, 11.623566]
[6.566386, 11.553516]
[4.371039, 9.80536]
[4.166591, 10.994705]
[4.664389, 10.910475]
[5.651489, 11.448786]
[5.255803, 10.79658]
[4.487194, 10.553529]
[3.639004, 10.687482]
[5.587031, 10.622995]
[4.084394, 10.964285]
[6.027343, 10.98715]
[5.826038, 11.630048]
[3.869221, 9.891539]
[4.284781, 10.975441]
[3.955271, 10.485388]
[6.172461, 11.57675]
[3.384014, 10.567839]
[5.077119, 11.421814]
[4.466817, 9.909351]
[4.411248, 10.22585]
[5.767066, 10.772608]
[5.683246, 11.425206]
[3.856414, 10.752869]
[5.70142, 11.716258]
[5.0647930072, 13.8934783964]
[3.9112982375, 13.3678224918]
[4.521517863, 13.3209553904]
[5.7784531815, 13.7004809464]
[8.4745391239, 13.9889663964]
[7.4156867282, 13.4167819412]
[4.9300823708, 14.0686512152]
[7.0561148489, 13.2207973807]
[2.0959929449, 13.2603979505]
[6.0791672792, 14.0598333851]
[3.4093055378, 14.0106988813]
[5.3328189822, 14.1662243424]
[3.3750578782, 13.941700293]
[1.5234763422, 13.6299223484]
[1.7102784254, 13.3532346522]
[7.1683093226, 13.9587082197]
[2.7521333813, 13.7011870158]
[2.768406827, 13.3440127078]
[3.9869002521, 13.3089322516]
[5.3575574772, 13.6506529481]
[8.0935933047, 13.2980868188]
[6.216333512, 14.135820742]
[2.1486093111, 14.015019513]
[4.1120516204, 13.2070580055]
[6.2849897104, 13.2681185119]
[2.686655662, 13.9613189227]
[5.3887911129, 14.0121028414]
[2.9983222645, 13.895155873]
[6.9240528748, 13.4633483896]
[3.1560378906, 14.0553147467]
[5.8408360477, 13.2695025928]
[2.6012888991, 13.9407387418]
[5.777390196, 13.507995768]
[3.3409638272, 13.9205574012]
[8.0160344243, 13.9902161218]
[5.2875653442, 13.3811292612]
[7.5076527069, 13.8612731314]
[3.5660652239, 13.9604323409]
[3.8348455827, 14.0132680687]
[1.5915127925, 13.602205846]
[2.0934385238, 14.0952855081]
[6.1969005095, 13.7818502449]
[4.9909815378, 14.1458552366]
[3.1034443229, 13.9955322573]
[6.3978270204, 13.4280056463]
[5.1035116883, 13.6403600092]
[2.3661495857, 13.3683774868]
[7.0887945355, 13.5926091848]
[6.9076641789, 13.9441071246]
[4.8707930644, 13.7048115444]
[3.703765939, 13.2015700334]
[6.5106218432, 13.3730688645]
[2.2966497124, 13.7772393516]
[4.2937617803, 13.9793297621]
[1.9057822491, 14.1653246126]
[7.3598225894, 13.3310057149]
[5.9213883167, 13.2777943842]
[5.7312528081, 13.2352051796]
[7.7067049923, 13.6340696833]
[3.8337903493, 13.273317538]
[6.5938659729, 13.6591347689]
[5.9024335972, 13.4993519662]
[5.8680205375, 13.4741467028]
[3.9150082872, 13.6230408608]
[6.5210060312, 13.8941766224]
[6.3103704245, 13.4044580309]
[8.1730769519, 13.8042734771]
[7.0941141474, 13.8087335008]
[8.1284536833, 13.239965573]
[4.4519575678, 13.6059493234]
[7.3237633391, 13.3020403123]
[2.4308532651, 13.5918742698]
[8.0386452111, 13.6255918139]
[3.8271362954, 13.7546133718]
[3.7369494147, 13.5414830882]
[5.076978927, 13.3376768304]
[8.001574497, 13.9464805366]
[5.0404348676, 13.7811699384]
[3.242199762, 14.1132184722]
[6.6816304824, 13.3533392153]
[8.1212792657, 13.9308842291]
[6.3066827927, 13.5374504501]
[4.8681826389, 13.7964951452]
[8.0270722709, 13.493571041]
[2.1389690198, 13.7790809109]
[5.9681150571, 14.0604681226]
[6.8583413465, 13.7733618473]
[5.8423717697, 13.7055426024]
[2.8310128397, 13.7419334755]
[5.8585472242, 13.8234680926]
[1.5860373974, 13.4356249336]
[1.7966034082, 13.8636478575]
[3.1366270075, 13.5944717445]
[6.3646572395, 13.8113583567]
[4.0766837534, 13.6883534051]
[1.8685488896, 14.1390974382]
[2.818204876, 13.4243634397]
[3.6223600726, 13.8398507031]
[7.7989815741, 13.6200731958]
[3.4556386736, 13.7854102327]
[6.1188454553, 14.1101313639]
[6.432526903, 14.0979087879]
[3.2789656008, 13.9156003357]
[4.5686266343, 13.9549117741]
[8.3694825571, 14.0607968993]
[4.6472020955, 13.9947278917]
[8.2653235535, 13.7486558061]
[8.1094287194, 13.533364527]
[8.0835652193, 13.2381679032]
[2.8621481056, 14.1192431564]
[5.7641650753, 13.7637247954]
[8.3619663971, 13.593452202]
[7.2265440309, 13.4384626612]
[2.6323505957, 14.0412982391]
[8.382580695, 13.6603447183]
[6.5651786448, 13.885846939]
[6.9345556751, 13.2428949147]
[6.4168641192, 14.1348500967]
[4.6228408308, 13.3318928101]
[1.6621241635, 13.8439687153]
[3.250140537, 14.125438602]
[4.5094774652, 13.4635221311]
[2.4324921172, 14.0503658194]
[5.1892035778, 14.1320538284]
[2.2815318683, 13.2715700076]
[5.1705826896, 13.7550318109]
[6.3886545133, 14.064949903]
[3.9369422509, 13.4250086425]
[7.3513340605, 13.653243287]
[5.0337190516, 14.0717360962]
[6.0926846024, 13.5078324161]
[4.4307721911, 14.1445054599]
[2.1425125864, 13.5441567577]
[7.9409638504, 13.8446087686]
[6.6211298627, 14.0349168764]
[2.3188267248, 13.5454113812]
[4.5173025075, 13.3739227988]
[7.3511464095, 13.8834536858]
[2.3541965506, 13.6389251524]
[4.9364084215, 13.922193053]
[7.5175151553, 14.1290946242]
[6.1466107809, 13.8782110636]
[4.1874278339, 13.7148504442]
[7.1606111729, 14.1666657529]
[8.0035824149, 13.6944102275]
[3.1138093905, 13.4486181345]
[5.3491900996, 13.9709269805]
[7.1504481668, 13.2976506383]
[6.8708360135, 14.0989174864]
[7.9686629989, 13.212668252]
[6.8667416922, 13.5005937797]
[2.1185981494, 13.6999763528]
[4.0090008613, 14.1913224299]
[7.5763998965, 14.0173214935]
[5.4085774145, 13.2036856644]
[4.7535916585, 13.6589029786]
[4.4873392531, 13.8692372982]
[2.0429372198, 13.3787633477]
[8.0136397586, 13.5335871799]
[2.5870129941, 13.2675483616]
[6.3076945043, 14.0726224191]
[6.003318951, 13.4815406672]
[4.7865531249, 13.9232272397]
[5.7337006843, 13.3864417042]
[5.0111872414, 13.2122476628]
[3.8738082342, 13.2392651754]
[7.4136984595, 13.3354723703]
[7.5657900111, 13.2913430662]
[1.9565321477, 13.9261086723]
[6.8435251992, 14.0682003431]
[4.4334557168, 13.2647507289]
[2.0620725732, 14.1745485876]
[5.0395712662, 14.0280959271]
[6.2272570771, 14.0883079696]
[6.5482620136, 13.7976595145]
[3.9229790317, 13.4775863432]
[7.770526686, 13.8894451915]
[3.9590066562, 14.1647002604]
[2.4364075293, 13.8522026139]
[5.5550207032, 13.9210113101]
[3.955726295, 14.1673176354]
[7.969839067, 13.3663909063]
[6.1010018042, 13.8781135926]
[6.7208221578, 13.7791537557]
[6.8855416665, 13.9904707999]
[2.0851614587, 14.0737632181]
[2.7527815897, 14.140179043]
[3.0270080471, 13.8322502203]
[2.8185015379, 13.7203692131]
[2.908406595, 13.9613015976]
[4.0251853978, 13.6791274851]
[6.683415551, 13.3716817173]
[7.3167647345, 13.9565577091]
[6.6167928821, 13.3847805255]
[5.0625605171, 13.5776801231]
[3.6975874647, 13.5750397428]
[3.3536115049, 13.2019554002]
[4.2335253698, 13.2033023299]
[2.7982341188, 13.4951848826]
[3.0108040704, 13.6855179221]
[2.2709867584, 14.0208242317]
[6.0632311697, 13.651520988]
[4.2506726524, 13.9342445864]
[4.7073588991, 14.1835175555]
[3.6994371698, 13.8003320212]
[1.9284984001, 13.4374674757]
[8.2588200413, 13.5441565523]
[2.9395681752, 13.6784229419]
[4.0176500576, 13.3656257161]
[8.4777731104, 13.8119393094]
[7.1681939841, 13.9857497805]
[7.2978115226, 13.3719834097]
[8.2293712781, 13.9277916856]
[3.7623641226, 13.4101511289]
[4.6234336584, 13.3558610818]
[6.4244685001, 13.3989422992]
[5.1931339966, 13.7423566152]
[6.6082326956, 13.7320393799]
[7.1315953115, 13.86628854]
[6.9199783239, 13.7306061986]
[8.2863071167, 14.0719468599]
[2.4613832508, 13.4017630343]
[6.369474001, 13.5618617079]
[6.7600374285, 13.656084365]
[8.4962179179, 13.9397981519]
[3.0128208378, 14.0926275778]
[2.4317036686, 13.3513770667]
[2.037707085, 13.7952028651]
[4.9303041256, 13.2136815063]
[3.9512742539, 14.126864495]
[3.5837913579, 13.769679532]
[6.0889016108, 13.8969688726]
[7.5817676098, 14.170537374]
[6.3221398608, 13.5944330136]
[3.0265239482, 13.8534807279]
[2.6352831775, 13.2453833521]
[6.510559378, 13.2733914091]
[2.374535715, 13.6521706973]
[5.2614727493, 13.6929303378]
[3.2416751427, 14.0115397007]
[2.0801100801, 13.6216703696]
[3.0345915051, 13.6641492534]
[7.9225087657, 13.4685803086]
[7.8376048852, 13.7537524035]
[6.2105143645, 14.0975120373]
[3.8147550907, 14.0686218129]
[6.1523269953, 14.1544939524]
[2.7840686548, 13.8915075923]
[1.7148730846, 14.1057859059]
[3.9638324094, 14.1462835584]
[7.8784386518, 13.4754542632]
[2.0900520477, 13.7350369455]
[4.7204400285, 13.6304814618]
[5.6385914546, 13.8427074517]
[7.2346305365, 13.7732943674]
[5.0967934865, 13.4946384544]
[7.4736574795, 13.4694842552]
[8.0683914567, 13.8609005828]
[5.2043772554, 13.7933238547]
[3.9896950459, 14.1188955368]
[2.8449827137, 13.6525524953]
[8.0602032135, 14.0120667618]
[7.887968678, 13.8967872039]
[2.802819133, 13.4196679246]
[5.4363195747, 14.1170821561]
[2.3260021226, 13.3361648503]
[3.7551783212, 13.7923742235]
[4.4881514315, 13.6091439859]
[2.4918543219, 13.3718809314]
[6.7683835283, 13.2478321512]
[4.8596118151, 13.4884021392]
[2.4429879745, 13.5229076935]
[1.7673881077, 13.6051507853]
[5.3249785102, 14.1684185314]
[1.7989395147, 13.6102533192]
[6.4972136789, 13.6219908279]
[7.3767927215, 13.4648603297]
[5.7741065829, 14.0899574371]
[8.491453531, 13.5250490655]
[8.1350521606, 13.2359370164]
[2.3895707414, 13.5099303227]
[7.9124185692, 13.3191673926]
[7.5417310544, 13.828645448]
[6.1080854633, 13.3230524168]
[4.7302068463, 13.2341833434]
[7.3152574119, 13.8017494705]
[2.4266863351, 13.578554719]
[3.8620535515, 13.7999918345]
[5.7571855348, 13.4618260472]
[5.5995795627, 13.511649272]
[5.726720196, 13.5110783051]
[6.992362858, 14.1021525921]
[4.5719958132, 13.6575733219]
[4.7665501838, 14.1605523287]
[8.3941362854, 13.2744402907]
[2.3399845709, 13.3915479074]
[4.5300293609, 14.1305875858]
[3.5749011755, 13.3269688604]
[4.322394768, 13.3525246424]
[5.7343875461, 13.8946950487]
[3.1850549146, 13.726887065]
[8.3154934638, 14.0654311562]
[7.3970664351, 14.0945809503]
[3.1116057499, 13.6638345141]
[4.3882197256, 13.970924204]
[7.4954182031, 13.3240737988]
[7.7514495007, 14.031858403]
[1.6617296042, 13.5562813869]
[4.9854751581, 13.4791707683]
[7.3014762497, 13.7812427928]
[2.1032179575, 13.8306402087]
[5.372887254, 13.3142621681]
[5.7701424356, 13.8935279153]
[8.1834476916, 13.5550896943]
[3.0718884689, 14.0134938548]
[2.6947461269, 13.350867631]
[5.8693091501, 13.7357568893]
[3.2571038874, 13.3291599188]
[4.6489619082, 13.8293073029]
[3.0579568127, 13.484527692]
[6.8712076899, 13.2960676423]
[1.7669770364, 13.2472921757]
[1.8628709682, 14.1014247518]
[3.0566303909, 13.282775458]
[6.4703978219, 14.1023066314]
[2.4065625076, 13.3382815992]
[3.3689442296, 13.6315965355]
[1.9302906771, 14.0767022779]
[3.5033685809, 13.870595306]
[6.1441542311, 13.3779352333]
[6.0519510573, 13.6297569497]
[6.2027059591, 13.5513991775]
[4.8713941204, 13.7250672398]
[3.537616594, 14.1858550627]
[8.3577939109, 13.5999749133]
[6.814383616, 13.683768526]
[3.1560223394, 14.0673953686]
[7.1711541933, 14.1257145433]
[7.7493213308, 13.5799230787]
[5.6484521907, 13.7078121179]
[5.9653111398, 13.7235603387]
[7.8989897992, 13.8491511727]
[2.7282547939, 14.1245281615]
[4.2243771784, 13.9061449867]
[7.6076555022, 13.3062934936]
[4.0200852421, 13.8524077081]
[5.9437338719, 13.9813990968]
[6.0214383914, 13.7064320227]
[6.4699472054, 13.5488393528]
[1.901619792, 13.5192525557]
[6.9958819104, 13.5211399105]
[3.9307732952, 13.717132903]
[2.7514737067, 13.6913809227]
[8.2262601501, 13.7701547221]
[5.5357172186, 14.0085312652]
[6.73398438, 14.0925031053]
[7.8410553655, 13.2317975516]
[7.811242698, 13.7625312363]
[8.0932943264, 13.4137891918]
[3.0928113924, 13.6986757506]
[4.9864805709, 13.6958183945]
[4.5118667865, 13.5659307517]
[7.567347466, 13.5518064523]
[8.471410403, 13.2548811669]
[7.5468630285, 14.116835312]
[7.0292661111, 14.1885449335]
[7.2030286053, 13.8053856497]
[1.5249865816, 13.7149419634]
[5.4895212559, 13.3761459925]
[6.0169327485, 13.757697925]
[6.5552885779, 13.8354707936]
[2.7100681718, 13.7402173877]
[6.4220108828, 13.9672182629]
[7.6565306184, 13.8400146689]
[5.5755169778, 13.8734768706]
[4.9526890928, 13.8589946204]
[4.4439728232, 13.4011869273]
[3.2370847866, 13.2498165942]
[1.9236278562, 13.2836010447]
[7.6840856117, 14.0455473736]
[3.6019098007, 13.6011159206]
[8.2898869533, 13.4618467994]
[4.0089746122, 14.0304841167]
[5.9302673789, 13.4679768309]
[7.141887452, 14.0662015684]
[8.454995305, 13.4606756629]
[4.0803557017, 13.3546650054]
[7.3996503716, 13.3349164497]
[7.6888124216, 13.4280016602]
[3.6086954211, 13.5148396804]
[7.9306901097, 13.4897152747]
[5.1664450418, 13.828016324]
[8.1564291874, 14.155514522]
[8.1710124509, 14.1817277691]
[5.0539684638, 13.2865879199]
[7.1141454061, 13.4121019398]
[6.1597333218, 13.4372993254]
[2.5513554651, 13.3165390168]
[7.6687597458, 13.2592072788]
[3.0631097183, 13.8981690642]
[8.3045598506, 13.8221565686]
[6.3279773621, 13.4956916322]
[3.8160399722, 13.9310244271]
[4.6975599609, 14.1114615265]
[6.298171621, 13.3734049467]
[1.7472551991, 13.2900284285]
[8.435334478, 13.8745621446]
[2.1636530508, 13.3083381611]
[3.7640578526, 13.9978927833]
[2.2875112679, 14.0041185234]
[7.5088180546, 13.2297116823]
[7.4248745709, 13.7319333163]
[7.9004238753, 13.6371607027]
[3.2429765835, 13.547929694]
[4.1247565711, 13.7010669702]
[6.6430418652, 13.3403511181]
[3.3422116067, 13.2901046349]
[6.8280779982, 13.4451904707]
[4.5346128081, 13.817969173]
[2.6019176454, 13.2364711052]
[2.1917788682, 13.2328735183]
[5.1131200884, 13.7191836727]
[6.3162734113, 13.2543455472]
[2.2950518732, 13.8686004777]
[4.2961315899, 14.0650462767]
[1.7072356073, 13.9929612163]
[6.5989144151, 13.2426430262]
[7.6213746101, 13.9353280103]
[4.089026503, 14.1623376138]
[7.2198536517, 13.9315698653]
[1.8878969199, 13.307568715]
[2.5408878878, 13.9955070764]
[4.5750521081, 13.9449343016]
[4.8926349068, 13.4709654754]
[7.4481276514, 13.5777363442]
[2.928650195, 13.3314562177]
[5.0233222202, 13.7032237505]
[6.3318285276, 13.7303944952]
[3.0990205249, 13.7199388787]
[8.339018971, 13.9560031468]
[5.7945508689, 13.355400737]
[1.6422675434, 14.0164898613]
[5.8167030807, 13.2258642102]
[5.6177184908, 14.1367948668]
[3.6283945765, 13.5448755424]
[2.398657931, 14.1467466972]
[4.0467611209, 13.3433627289]
[6.1266168964, 14.0624758215]
[7.181775525, 13.6712618962]
[6.5025500786, 13.4496894284]
[7.4277401841, 14.1058770579]
[8.4937387742, 13.2787796902]
[2.758499451, 14.1644002242]
[5.2921188208, 13.999793402]
[7.819538248, 13.3441298318]
[4.9946783313, 13.6347780682]
[5.6808841394, 14.066954759]
[6.6216438685, 13.7547261797]
[3.7477046177, 13.2960386845]
[8.4969616679, 13.9774302613]
[6.1014700497, 13.224976257]
[3.5183176438, 13.8002718534]
[2.9797816963, 14.0406656727]
[1.7602740424, 13.848257924]
[7.7631279239, 13.6970899932]
[8.2681530523, 13.9113893032]
[4.3764163542, 13.2524360409]
[5.0444886889, 13.9484671064]
[6.01345774, 13.2644189368]
[5.2640629841, 13.9842338355]
[3.9785834574, 13.4215402119]
[3.8211055943, 13.5478594678]
[5.7549058413, 13.6384150659]
[1.8521757647, 13.8950535954]
[7.5652975047, 13.579902126]
[8.3283085166, 13.6621033247]
[1.6972381303, 13.3792809209]
[3.4387158337, 13.2460368565]
[5.8688797196, 13.5859270376]
[8.4312587886, 13.5741227495]
[2.2896277017, 13.9847637865]
[5.1787578231, 13.8502840873]
[8.1813286543, 13.3583395968]
[3.4752861727, 13.8547175325]
[7.8590080428, 13.9427583076]
[8.0114199175, 13.4503749589]
[5.8584771939, 14.0796670628]
[6.4003397222, 13.4890321149]
[6.2384449558, 13.2391110866]
[2.4556688741, 13.9609427569]
[6.1922819472, 13.6489158199]
[4.1146683723, 14.0035408054]
[4.6664778339, 13.2242446805]
[8.3076184189, 14.0550532144]
[4.2237061618, 13.5255767892]
[4.4392358521, 14.1754815609]
[6.985579934, 13.5907320099]
[6.1382870586, 13.3142752117]
[6.8996310025, 14.0266980092]
[4.9757721466, 13.4686591609]
[8.928738, 18.96545]
[0.371864, 14.826909]
[3.961168, 18.05241]
[6.667381, 18.808376]
[6.873956, 18.751694]
[-1.439001, 12.577681]
[3.028491, 17.66783]
[-1.165722, 12.368277]
[0.863575, 15.955501]
[2.800044, 17.540714]
[6.01705, 18.63715]
[4.468988, 18.196939]
[6.517238, 18.917133]
[8.991136, 19.220409]
[1.200005, 16.077269]
[0.219604, 15.244243]
[1.335374, 16.320419]
[4.675408, 18.020222]
[3.263858, 17.553825]
[3.515329, 17.905153]
[7.201297, 18.880913]
[1.190052, 15.822925]
[2.738261, 17.125481]
[3.48505, 17.721436]
[4.298643, 17.873905]
[-0.416864, 14.019156]
[2.837313, 17.057447]
[0.686152, 15.709753]
[8.535821, 18.781246]
[0.811923, 15.958269]
[-0.341313, 14.397278]
[6.67354, 19.018476]
[6.250459, 18.73653]
[0.525609, 15.44248]
[-0.140218, 14.721715]
[5.278703, 18.552277]
[4.288265, 17.876514]
[8.342955, 18.916138]
[2.009832, 16.898281]
[8.467769, 19.164146]
[1.312623, 15.903328]
[3.499634, 17.853947]
[2.777426, 16.997364]
[0.228343, 15.201529]
[3.554043, 17.835802]
[-0.304318, 14.61772]
[0.590797, 15.272188]
[0.303355, 14.706606]
[2.107097, 16.987244]
[7.930229, 18.775318]
[3.825516, 17.583]
[4.145247, 18.139156]
[-1.36716, 12.34632]
[2.908649, 17.163437]
[0.733517, 15.351524]
[5.689602, 18.531929]
[7.733601, 18.985254]
[7.469556, 18.701084]
[4.924624, 18.323063]
[3.460526, 17.808893]
[7.011161, 18.786898]
[5.567863, 18.695972]
[6.823826, 18.76889]
[8.23877, 18.867462]
[0.072645, 14.434218]
[-1.314259, 12.970892]
[5.055602, 18.143368]
[-0.723678, 13.243483]
[5.55406, 18.310524]
[4.338897, 18.140965]
[8.470045, 19.191938]
[7.135166, 18.790569]
[4.309083, 18.16774]
[0.416257, 15.010651]
[4.621206, 18.009365]
[4.952057, 18.383015]
[6.31286, 18.632843]
[4.293702, 18.29847]
[4.33466, 17.970602]
[9.130461, 19.04324]
[2.109419, 16.845444]
[-0.9492, 13.056225]
[6.388257, 18.936529]
[-1.555767, 12.505489]
[-0.856901, 13.671063]
[1.990903, 16.867947]
[-0.777155, 13.800169]
[2.67156, 16.996189]
[7.965146, 19.09594]
[3.718115, 17.625866]
[2.969376, 17.106823]
[7.90171, 18.989101]
[-0.156132, 14.704008]
[-0.789807, 13.788136]
[7.926135, 18.96582]
[2.579646, 17.338768]
[1.197352, 16.182194]
[0.288064, 14.930603]
[1.996487, 16.776159]
[0.735565, 15.523533]
[8.423312, 19.17701]
[3.708874, 17.82761]
[4.315094, 18.189362]
[-1.0385, 12.727795]
[3.371575, 17.603001]
[6.028828, 18.821152]




[26.9777, 14.0]
[27.04487, 14.268445]
[24.75302, 16.38221]
[24.705158, 16.37764]
[24.657211, 16.37211]
[24.6092, 16.36561]
[24.561143, 16.35814]
[24.513061, 16.3497]
[24.46497, 16.34027]
[24.4169, 16.32987]
[24.36886, 16.31848]
[24.32087, 16.30611]
[27.04936, 14.29981]
[24.27296, 16.29275]
[24.22514, 16.2784]
[24.17744, 16.26305]
[24.12987, 16.24672]
[24.08246, 16.22939]
[24.03522, 16.21107]
[23.98818, 16.19176]
[23.94136, 16.17146]
[23.89477, 16.15017]
[23.84845, 16.12789]
[27.05322, 14.331439]
[23.8024, 16.10463]
[23.75666, 16.08039]
[23.71123, 16.05516]
[23.66615, 16.02896]
[23.62143, 16.00179]
[23.57709, 15.97365]
[23.53316, 15.94454]
[23.48965, 15.91448]
[23.44658, 15.88347]
[23.40398, 15.85151]
[27.05643, 14.363319]
[23.36187, 15.81862]
[23.32026, 15.78479]
[23.27918, 15.75003]
[23.23865, 15.71436]
[23.19868, 15.67778]
[23.1593, 15.64031]
[23.12052, 15.60194]
[23.08237, 15.56269]
[23.04486, 15.52257]
[23.00802, 15.48159]
[27.05901, 14.395437]
[22.97187, 15.43975]
[22.93641, 15.39709]
[22.90168, 15.35359]
[22.86768, 15.30928]
[22.83445, 15.26417]
[22.80199, 15.21826]
[22.77032, 15.17159]
[22.73947, 15.12415]
[22.70945, 15.07596]
[22.68027, 15.02704]
[27.06093, 14.42778]
[22.65196, 14.977395]
[22.62453, 14.927051]
[22.598, 14.876019]
[22.57238, 14.824315]
[22.54769, 14.771955]
[22.52394, 14.718957]
